"meter_id","name","kec_name","des_name","log_time","power_usage","capacity","bulan","h","m","s"
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-15 16:43:05.000,0.17140479822493412746,0.9,8,16,43,5.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-15 10:42:32.000,0.37635303913405495420,0.9,8,10,42,32.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-15 07:42:23.000,0.20170549145082596157,0.9,8,7,42,23.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-01 21:22:21.000,0.10697852760736196237,0.9,8,21,22,21.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-01 18:28:29.000,0.46753246753246753244,0.9,8,18,28,29.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-01 18:27:12.000,0.08444873740858286001,0.9,8,18,27,12.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-01 16:26:25.000,0.11322849213691026743,0.9,8,16,26,25.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-01 13:26:15.000,0.19983347210657785179,0.9,8,13,26,15.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-01 10:26:06.000,0.26977518734388009992,0.9,8,10,26,6.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-01 07:25:57.000,0.08325624421831637311,0.9,8,7,25,57.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-01 04:25:47.000,0.04662781015820149875,0.9,8,4,25,47.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-01 01:25:38.000,0.04995836802664446295,0.9,8,1,25,38.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-07 21:10:05.000,0.12979569196634926601,0.9,8,21,10,5.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-07 18:09:48.000,0.14997222736530271950,0.9,8,18,9,48.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-07 15:09:46.000,0.11290629157954761366,0.9,8,15,9,46.000000
